"Airport.Code","Airport.Name","Time.Label","Month","Time.Month Name","Time.Year","Statistics.# of Delays.Carrier","Statistics.# of Delays.Late Aircraft","Statistics.# of Delays.National Aviation System","Statistics.# of Delays.Security","Statistics.# of Delays.Weather","Statistics.Carriers.Names","Statistics.Carriers.Total","Cancelled","Statistics.Flights.Delayed","Statistics.Flights.Diverted","Statistics.Flights.On Time","Statistics.Flights.Total","Statistics.Minutes Delayed.Carrier","Statistics.Minutes Delayed.Late Aircraft","Statistics.Minutes Delayed.National Aviation System","Statistics.Minutes Delayed.Security","Statistics.Minutes Delayed.Total","Statistics.Minutes Delayed.Weather"
"DTW","Detroit, MI: Detroit Metro Wayne County","2008/08","8","August","2008","511","530","572","2","71","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","120","1690","14","11794","13618","37025","32155","24072","104","98811","5455"
"EWR","Newark, NJ: Newark Liberty International","2008/08","8","August","2008","473","1005","2047","1","101","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","456","3631","107","7816","12010","32353","77192","179469","56","296855","7785"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2008/08","8","August","2008","360","385","463","0","39","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","66","1245","24","4042","5377","22760","29155","18096","6","73133","3116"
"IAD","Washington, DC: Washington Dulles International","2008/08","8","August","2008","520","480","371","5","39","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","13","172","1413","1","4973","6559","32112","37446","20350","117","93034","3009"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2008/08","8","August","2008","751","1180","1507","8","126","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","13","331","3571","125","12670","16697","54427","85305","89791","214","244376","14639"
"JFK","New York, NY: John F. Kennedy International","2008/08","8","August","2008","648","811","2480","5","176","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","11","535","4121","71","6693","11420","58353","69130","173739","126","316419","15071"
"LAS","Las Vegas, NV: McCarran International","2008/08","8","August","2008","735","986","627","7","99","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","90","2452","53","12113","14708","40858","59260","26847","127","136089","8997"
"LAX","Los Angeles, CA: Los Angeles International","2008/08","8","August","2008","1065","1264","1067","8","92","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","191","3495","11","15635","19332","59398","80469","39932","240","187180","7141"
"LGA","New York, NY: LaGuardia","2008/08","8","August","2008","478","552","1782","3","130","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","500","2944","118","6779","10341","31004","39510","111268","206","191748","9760"
"MCO","Orlando, FL: Orlando International","2008/08","8","August","2008","678","796","714","4","63","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","14","171","2251","30","8695","11147","42957","56781","28746","109","133605","5012"
"MDW","Chicago, IL: Chicago Midway International","2008/08","8","August","2008","207","539","190","4","53","Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,Southwest Airlines Co.","5","28","992","38","6272","7330","9137","27475","9333","96","50067","4026"
"MIA","Miami, FL: Miami International","2008/08","8","August","2008","442","469","648","2","44","American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","12","93","1603","10","3488","5194","28712","34481","26000","60","92104","2851"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2008/08","8","August","2008","460","396","559","2","47","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","13","83","1462","43","9375","10963","32426","23846","19452","74","79583","3785"
"ORD","Chicago, IL: Chicago O'Hare International","2008/08","8","August","2008","1334","2151","2051","10","170","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","822","5713","146","24092","30773","97823","148207","135281","353","396248","14584"
"PDX","Portland, OR: Portland International","2008/08","8","August","2008","320","399","199","0","27","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","13","20","942","2","4325","5289","18456","23950","7160","17","51799","2216"
"PHL","Philadelphia, PA: Philadelphia International","2008/08","8","August","2008","404","450","771","3","98","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","124","1725","37","6823","8709","23732","28871","42663","88","103925","8571"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2008/08","8","August","2008","891","812","840","11","96","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","181","2651","144","13781","16757","47600","45299","33105","315","135336","9017"
"SAN","San Diego, CA: San Diego International","2008/08","8","August","2008","452","608","334","2","41","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","46","1437","7","6856","8346","21751","34449","13513","73","73938","4152"
"SEA","Seattle, WA: Seattle/Tacoma International","2008/08","8","August","2008","614","695","798","10","48","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","14","56","2165","15","8205","10441","33486","42085","27879","393","108218","4375"
"SFO","San Francisco, CA: San Francisco International","2008/08","8","August","2008","785","881","1490","5","74","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","15","171","3234","11","9230","12646","45874","60853","81837","169","195468","6735"
"SLC","Salt Lake City, UT: Salt Lake City International","2008/08","8","August","2008","478","516","358","3","33","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","12","64","1390","4","10924","12382","26427","29675","12877","170","72522","3373"
"TPA","Tampa, FL: Tampa International","2008/08","8","August","2008","372","463","354","0","57","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.","13","107","1247","16","5085","6455","19755","32108","14736","14","70872","4259"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2008/09","9","September","2008","1247","1335","1822","4","147","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","401","4556","30","28112","33099","83034","57857","65180","485","216088","9532"
"BOS","Boston, MA: Logan International","2008/09","9","September","2008","367","357","854","1","71","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","160","1651","8","7270","9089","20842","22346","37486","33","86126","5419"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2008/09","9","September","2008","249","357","275","2","30","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","72","912","9","7284","8277","11169","16570","7812","37","37447","1859"
"CLT","Charlotte, NC: Charlotte Douglas International","2008/09","9","September","2008","479","333","791","6","26","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","14","135","1635","6","8545","10321","25736","17023","23147","385","68140","1849"
"DCA","Washington, DC: Ronald Reagan Washington National","2008/09","9","September","2008","260","224","380","4","28","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","13","121","895","4","5960","6980","12807","12517","11234","85","38049","1406"
"DEN","Denver, CO: Denver International","2008/09","9","September","2008","669","730","808","0","34","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","134","2241","18","16748","19141","37917","39265","23352","39","103004","2431"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2008/09","9","September","2008","686","976","827","3","39","Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.","14","404","2530","15","20047","22996","49835","49305","23314","75","124800","2271"
"DTW","Detroit, MI: Detroit Metro Wayne County","2008/09","9","September","2008","353","341","370","0","39","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","16","104","1101","13","11102","12320","24466","22503","12370","32","62335","2964"
"EWR","Newark, NJ: Newark Liberty International","2008/09","9","September","2008","295","390","1549","5","80","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","15","167","2319","30","7766","10282","21202","26062","98500","232","151852","5856"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2008/09","9","September","2008","178","157","266","0","8","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","13","56","609","9","3711","4385","8484","9570","7872","3","26298","369"
"IAD","Washington, DC: Washington Dulles International","2008/09","9","September","2008","378","319","423","0","25","Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","13","87","1146","8","4573","5814","21362","22421","13345","10","59043","1905"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2008/09","9","September","2008","290","324","277","2","47","Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.","13","1411","940","6","11553","13910","22840","22273","11019","83","65112","8897"
"JFK","New York, NY: John F. Kennedy International","2008/09","9","September","2008","315","308","1593","0","93","American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.","11","182","2310","26","6452","8970","24380","22189","90600","7","144817","7641"
