Position,Location,Gender,Education,Experience (Years),Salary
C++,Mumbai,Male,B.Sc,12,632528
Cuda Developer,New Delhi,Male,BCA,14,2367622
C++,New Delhi,Female,Diploma,24,1036848
C++,New Delhi,NA,B.Tech/B.E.,26,1160290
Cuda Developer,Noida,Female,B.Sc,15,2020011
C++,Hyderabad,Male,BCA,25,2126261
C++,Gurugram,Female,BCA,16,1219997
Cuda Developer,"Noida, Delhi - Uttar Pradesh",Male,B.Tech/B.E.,18,1107729
C++,Bengaluru,Female,B.Tech/B.E.,24,2102238
C++,Pune,Male,B.Com,26,739128
Cuda Developer,Mumbai,Female,Diploma,14,788434
C++ Developer,Noida,Male,B.Tech/B.E.,9,871059
Java,New Delhi,Female,B.Tech/B.E.,25,1598883
SALESFORCE COMMERCE CLOUD,Navi Mumbai and pune - Maharashtra,Female,B.B.A/ B.M.S,8,1941782
Cuda Developer,Bengaluru,Female,B.Sc,7,1846698
C++,Lucknow,Male,B.A,5,645302
Cuda Developer,Ahmedabad,Female,B.Tech/B.E.,24,1656382
Android Developer,Noida,Female,BCA,24,667792
Cuda Developer,Bengaluru,Female,LLB,27,1439120
Android Developer,New Delhi,Female,B.Com,14,1874263
Android Developer,Chennai,Female,B.Com,18,790664
C++,Jamshedpur,Male,B.Sc,25,876542
Cuda Developer,Pune,Female,B.A,16,2183329
Cuda Developer,"New Delhi, Delhi, NOIDA, Pune - Delhi",Female,B.Com,13,1730300
Android Developer,New Delhi,Male,B.Tech/B.E.,13,542018
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,10,1927478
Cuda Developer,Bengaluru,Female,B.A,22,1271566
Android Developer,Chennai,Male,BCA,25,887454
Android Developer,Pune,Male,BCA,13,1209095
Android Developer,Bengaluru,Male,B.Tech/B.E.,7,820332
Android Developer,Chennai,Male,BCA,18,1829567
Android Developer,Noida,Male,B.Sc,10,841220
Android Developer and Java,Mumbai,Male,B.Tech/B.E.,10,530644
Android Developer,New Delhi,Male,B.Tech/B.E.,15,2081420
Android Developer,Visakhapatnam,Male,B.Sc,6,1381360
C++ Developer,Mohali,Male,B.Com,12,2124088
Cuda Developer,Bengaluru,Male,B.Tech/B.E.,18,1851753
Android Developer,Kolkata,Male,B.Tech/B.E.,26,1395642
C++ Developer,Bengaluru,Male,B.A,7,821617
ANDROID,Kanpur,Male,BCA,18,1958524
ANDROID,Bengaluru,Male,B.Tech/B.E.,22,1199404
Android Developer,Gurugram,Male,B.B.A/ B.M.S,10,766936
Cuda Developer,Lucknow,Female,B.A,22,1529755
python,Gurugram,Male,B.A,27,2044846
C++ Developer,Nagpur,Male,NA,26,1224331
Android Developer,Bengaluru,Male,B.Sc,6,641949
Android Developer,Nagpur,Female,B.Com,23,1445358
Android Developer,Pune,Male,B.Tech/B.E.,13,1172519
Python Fullstack-React,New Delhi,Female,Diploma,21,1689871
Python Fullstack-React,New Delhi,Female,B.A,28,2326816
Cuda Developer dev,New Delhi,Female,B.A,18,1745530
Python Fullstack-React,Gudivada,Male,B.Tech/B.E.,7,1954601
Cuda Developer DEV,New Delhi,Female,BCA,18,2188567
C++ developer,Siliguri,Male,B.Tech/B.E.,15,931056
Python Fullstack-React,nioda - Uttar Pradesh,Male,B.A,17,1036172
Cuda Developer,Noida,Female,B.Tech/B.E.,27,2228699
Python Fullstack-React,Mumbai,Male,B.Tech/B.E.,11,2318173
Python Fullstack,New Delhi,Female,B.Tech/B.E.,19,1187801
Salesforce,Hyderabad,Female,B.Tech/B.E.,25,771576
Python+DS,Pune,Male,B.Tech/B.E.,27,1399776
Python+DS,New Delhi,Female,B.Tech/B.E.,23,1769145
Salesforce,Noida,Male,B.Tech/B.E.,25,2043738
Python Backend,Noida,Male,B.Com,17,1587946
Python Backend,Gurugram,Male,B.Tech/B.E.,23,1728184
python react,New Delhi,Male,B.Com,7,1380132
Python Fullstack,Jaipur,Male,B.Sc,18,2000448
Salesforce,Kolkata,Male,B.Sc,19,2160356
Python+DS,Indore,Female,BCA,16,2370804
Python Backend,Bengaluru,Male,B.Tech/B.E.,9,875954
Salesforce,Hyderabad,Female,B.Sc,23,2137230
Python Fullstack,Mumbai,Male,NA,19,2274812
Python fullstack react,Noida,Male,B.Tech/B.E.,20,2308879
Python fullstack react,Bilaspur,Male,B.Tech/B.E.,5,889784
Salesforce,New Delhi,Female,BCA,20,1899242
Python Fullstack,Pune,Male,B.A,22,2250829
Python Fullstack,New Delhi,Female,B.B.A/ B.M.S,28,642601
Python fullstack react,Noida,Male,B.Tech/B.E.,11,1289282
Salesforce,Pune,Female,B.A,15,975118
Python fullstack react,Hyderabad,Male,B.Tech/B.E.,20,1381583
Python Backend,"Mumbai, Maharashtra, pune - Maharashtra",Male,B.A,26,1890133
Salesforce,Kolkata,Male,Diploma,21,2476023
Salesforce,Navi Mumbai,Male,B.Com,5,1821293
Python fullstack react,New Delhi,Male,LLB,7,1191947
Salesforce,Guwahati,Female,B.Com,10,1626841
Python fullstack react,Bengaluru,Male,B.Com,6,1911380
Salesforce,Bengaluru,Male,BCA,27,2408105
Python fullstack react,Chennai,Female,B.A,10,954730
Salesforce,New Delhi,Male,B.A,11,925277
Salesforce,Bengaluru,Female,BCA,5,828159
Salesforce,Gurugram,Male,B.Com,18,1557309
Python fullstack react,New Delhi,Male,B.Sc,22,2254652
Salesforce,Kolkata,Male,B.Com,27,1111325
Salesforce,Pune,Female,Diploma,28,897187
Python Developer,New Delhi,Female,NA,5,1942720
Salesforce,New Delhi,Male,B.Com,26,1489998
Sales force Developer,New Delhi,Female,B.Com,19,2149434
Coupa Administrator,Nagpur,Male,B.Sc,9,1072943
Salesforce,Noida,Female,B.Com,27,937823
Python Developer,Mumbai,Male,BCA,5,1103952
Salesforce,New Delhi,Male,B.Tech/B.E.,23,1732849
Salesforce,Tiruchirapalli,Male,B.Tech/B.E.,12,717369
Coupa Administrator,Mumbai,Male,B.Tech/B.E.,10,1345556
Python Developer,New Delhi,Female,B.Com,5,1199504
salesforce,Pune,Female,B.Tech/B.E.,24,863771
salesforce developer,Bengaluru,Female,B.Tech/B.E.,20,953555
Python Fullstack,Pune,Male,B.Tech/B.E.,5,2348053
Python Developer,Pune,Female,B.A,28,553111
Salesforce,Noida,Male,BCA,25,1188574
Salesforce,Bengaluru,Female,B.Tech/B.E.,10,1223536
Python Developer,Noida,Male,B.Tech/B.E.,8,2496341
Python Fullstack,Dindigul,Female,BBA,7,618482
Salesforce,Noida,Male,B.Com,7,1566390
Python Fullstack,"Mumbai, Maharashtra - Maharashtra",Male,B.Tech/B.E.,25,939120
Python Developer,Bengaluru,Female,B.A,18,1244182
Python Developer,Siliguri,Female,B.Sc,17,1961842
Python Developer,Kolkata,Female,BCA,5,1984282
andriod,Hyderabad,Male,Diploma,16,2463876
Python Developer,Bengaluru,Female,B.Tech/B.E.,17,1665465
Python Fullstack,Mumbai,Male,B.Sc,19,2148156
Python Fullstack,New Delhi,Male,BCA,11,2123022
Python Developer,New Delhi,Female,BCA,28,1817552
Salesforce,New Delhi,Male,B.Tech/B.E.,21,2163968
Python Developer,Noida,Male,B.Tech/B.E.,21,611409
Salesforce Developer,Hyderabad,Male,B.Com,13,2172476
Salesforce,Gurugram,Male,Diploma,22,2092904
Python+DS,"Noida, Delhi - Uttar Pradesh",Female,B.Tech/B.E.,11,888049
Java Backend,Bengaluru,Male,B.Tech/B.E.,27,2242005
Salesforce,Pune,Male,B.B.A/ B.M.S,22,733670
andriod,Mumbai,Male,B.Sc,20,790446
Python Fullstack,Bengaluru,Male,B.A,20,1720944
andriod,Noida,Female,B.Tech/B.E.,26,576243
Python Developer,Noida,Female,BCA,7,1883662
Salesforce,Noida,Male,LLB,25,1109593
Python Fullstack,Pune,Female,B.Com,13,1606310
Python+DS,Noida,Male,B.Com,25,2163317
Python+DS,New Delhi,Female,B.Sc,16,1342936
Python+DS,Navi Mumbai and pune - Maharashtra,Female,B.A,9,1636934
Python+DS,Pune,Female,B.Com,17,842924
Python+DS,Nagpur,Male,B.Tech/B.E.,23,1627566
Salesforce,Bengaluru,Male,B.Tech/B.E.,9,2420232
Salesforce,Lucknow,Male,B.A,20,1747020
andiriod,Pune,Male,BCA,8,1162508
Salesforce,Faridabad,Female,BCA,24,1131031
Salesforce,New Delhi,Female,B.Tech/B.E.,15,971843
Salesforce,Pune,Male,BCA,16,1240132
Salesforce,New Delhi,Male,B.Sc,22,2291352
Salesforce,Bengaluru,Male,B.Tech/B.E.,19,1341123
andiriod,Dehradun,Male,B.Tech/B.E.,21,594523
Salesforce,New Delhi,Male,B.Sc,22,2224622
Salesforce,New Delhi,Male,B.Com,18,2395728
Salesforce,Chennai,Male,B.Tech/B.E.,10,1003046
Python Fullstack,New Delhi,Male,B.Tech/B.E.,19,807451
Salesforce developer,Bengaluru,Male,B.A,12,676624
Python+DS,Jalgaon,Male,BCA,20,1120298
Python+DS,Bengaluru,Female,B.Tech/B.E.,21,1468757
Python+DS,Pune,Female,B.B.A/ B.M.S,19,1496131
Python+DS,Pune,Male,B.A,9,1838882
Python+DS,Mumbai,Female,B.A,10,1235786
Salesforce developer,Ghaziabad,Male,NA,14,1117761
Salesforce Developer,New Delhi,Male,B.Sc,12,980004
Python+DS,Bengaluru,Female,B.Com,21,1640812
Python+DS,Pune,Female,B.Tech/B.E.,24,1141592
Python+DS,Chennai,Female,Diploma,11,2291266
Python+DS,Gurugram,Male,B.A,5,553303
Python+DS,Hyderabad,Male,B.A,23,2279069
andriod,Pune,Male,B.Tech/B.E.,15,1172772
andriod,Pune,Male,BCA,19,815641
andriod,vishakapatnam - Andhra Pradesh,Female,B.Tech/B.E.,26,732622
Python fullstack react,Chennai,Female,B.A,27,1872886
salesforce developer,Chennai,Female,B.Tech/B.E.,18,1955449
Python+DS,Chennai,Male,B.Tech/B.E.,17,2071355
Python+DS,Bengaluru,Male,B.Tech/B.E.,26,1180540
Python+DS,Pune,Female,B.Tech/B.E.,8,722980
Python+DS,Pune,Male,B.Tech/B.E.,11,1939507
Python+DS,Mumbai,Male,B.Tech/B.E.,28,1248727
Salesforce Developer,Pune,Male,B.Tech/B.E.,28,705944
Python fullstack react,Mumbai,Male,B.Com,24,1596862
Salesforce Developer,New Delhi,Male,B.Tech/B.E.,6,1764587
,Noida,Male,B.Com,18,1927312
Salesforce developer,Ahemdabad - Gujarat,Male,B.Sc,7,1201795
Python+DS,Noida,Male,B.Sc,21,2118864
Python+DS,Noida,Female,BCA,12,1846208
Python+DS,Patna,Male,B.Tech/B.E.,24,2481479
Python+DS,Bengaluru,Female,B.Sc,14,535632
Python Developer,Lucknow,Male,NA,12,1507882
Python Fullstack Developer,Mumbai,Female,B.Tech/B.E.,19,1891367
salesforce developer,Noida,Male,B.Tech/B.E.,25,706317
Python Developer,Ghaziabad,Female,BCA,22,1740746
andriod,Pune,Male,B.A,18,621738
Python Developer,Navi Mumbai,Female,B.B.A/ B.M.S,17,1073367
Python fullstack react,Noida,Female,B.Tech/B.E.,10,845053
andriod,Pune,NA,B.A,18,1065557
andriod,Nagpur,Male,B.Tech/B.E.,19,1446919
Python Developer,Hyderabad,Male,B.A,12,1724752
Python Fullstack Developer,Noida,Male,Diploma,13,1063863
Python Fullstack Developer,Chennai,Male,B.Com,9,1291099
Python Developer,New Delhi,Male,B.Tech/B.E.,11,798836
salesforce developer,Visakhapatnam,Male,BCA,18,1430278
andriod,Bengaluru,Female,B.Tech/B.E.,20,1230295
andriod,Bengaluru,Female,B.Tech/B.E.,20,1189656
salesforce developer,Hyderabad,Male,B.Tech/B.E.,28,751402
Python Backend,Noida,Male,B.Sc,25,2133321
Python fullstack react,Gurugram,Male,B.Tech/B.E.,8,2439053
salesforce developer,"Fazilka , Punjab - Punjab",Male,B.Tech/B.E.,13,1097265
salesforce developer,Coimbatore,Female,B.Tech/B.E.,10,1416131
salesforce developer,Indore,Male,B.Sc,11,590829
salesforce developer,Hyderabad,Male,BCA,14,855714
salesforce developer,Noida,Female,B.Com,14,874768
salesforce developer,"Cuttack, Odisha - Odisha",Male,B.Tech/B.E.,11,951278
Python Fullstack Developer,New Delhi,Female,B.Com,27,1579243
salesforce developer,Hyderabad,Female,BCA,22,2077273
Python Developer,Kanpur,Female,B.B.A/ B.M.S,24,843369
Python Developer,Navi Mumbai,Male,B.Tech/B.E.,11,925900
Python Developer,Bhubaneswar,Male,BCA,14,2006819
Python Developer,New Delhi,Female,B.Tech/B.E.,15,852578
Python Developer,Pune,Male,B.Com,8,707378
Python Developer,Chennai,Male,B.Com,20,646838
Python Developer,Ayodhya - Uttar Pradesh,Female,B.Tech/B.E.,12,575550
Python Developer,Hyderabad,Female,B.Tech/B.E.,9,1039892
Python Developer,Hubli,Male,B.Tech/B.E.,15,1294452
Python Developer,Gurugram,Male,B.Tech/B.E.,20,1029876
Python Developer,Mumbai,Female,B.Tech/B.E.,23,1334597
Python Developer,Bengaluru,Male,B.Sc,7,2375142
Python Developer,Patna,Male,B.Tech/B.E.,21,1504109
Python Developer,Pune,Female,B.A,11,616352
Python Developer,Pune,Male,B.Com,12,681444
Python Developer,Hyderabad,Female,B.Sc,11,1449924
Python Developer,Nagaur,Female,B.Sc,27,1763025
Python Developer,New Delhi,Female,B.Com,9,1739718
Python Developer,Lucknow,Male,B.A,28,1888862
Python Developer,Noida,Male,B.Sc,16,1184596
Python Developer,Chennai,Male,B.Sc,5,1589888
Salesforce developer,New Delhi,Female,B.Com,28,1505835
Python Backend,Kaithal,Male,B.Tech/B.E.,24,2132485
Python Backend,Bengaluru,Male,B.A,6,1884095
Python Fullstack,New Delhi,Male,B.Sc,6,2040859
Salesforce developer,Hyderabad,Male,B.Tech/B.E.,28,760935
Salesforce developer,New Delhi,Male,B.Tech/B.E.,7,1943277
,Mumbai Suburban,Male,B.Tech/B.E.,6,1494398
Python Fullstack,Hyderabad,Male,B.Sc,14,1878435
Python Fullstack,New Delhi,Male,BCA,13,1058435
Python Backend,Kolkata,Female,B.Tech/B.E.,20,2212132
Python+DS,Bengaluru,Female,B.Tech/B.E.,19,1318373
Python Fullstack,Noida,Male,B.A,9,2450243
Salesforce developer,Noida,Male,B.Tech/B.E.,23,502893
Python Ds,Coimbatore,Male,B.Tech/B.E.,5,1915717
Python Fullstack,Mumbai,Male,B.Tech/B.E.,17,1123601
Muskan Parashar,Gurugram,Male,B.Tech/B.E.,19,1802940
Salesforce developer,Noida,Female,B.Com,13,1541656
Python Fullstack,Ghaziabad,Male,B.Tech/B.E.,6,1998628
salesforce,Bhatkal,Female,B.Sc,17,1029549
salesforce,Noida,Female,B.Sc,25,1072788
salesforce,Chennai,Female,B.Sc,19,1084254
salesforce,Noida,Male,BCA,23,1387949
salesforce,Pune,Male,B.Sc,20,2263714
salesforce,Prayagraj,Male,B.A,28,1312193
salesforce,Bengaluru,Male,B.Tech/B.E.,20,741170
Salesforce developer,Gurugram,Female,B.Tech/B.E.,6,1055945
Python Ds,New Delhi,Male,B.Com,14,536249
Python+DS,Gurugram,Male,BCA,23,2093987
Python Fullstack,Hyderabad,Male,B.Tech/B.E.,12,2252686
Python Fullstack,Pune,Male,BTECH,19,1783567
Python Ds,New Delhi,Female,BCA,14,2314233
Python Ds,Noida,Female,B.A,11,1359786
Python Fullstack,Not Mentioned,Female,B.Tech/B.E.,18,1350597
Python Ds,Kochi,Male,B.Tech/B.E.,19,1394997
Salesforce developer,Chandigarh,Male,B.B.A/ B.M.S,21,2285654
Python Ds,Chennai,Male,B.Com,28,763203
Python Ds,Noida,Female,BCA,26,2109337
C++,Gurugram,Female,B.Sc,20,1191998
Python Ds,Amritsar,Male,B.Com,21,1919808
Salesforce Developer,Jalgaon,Male,B.A,22,1204180
Python Ds,Kolhapur,Male,B.B.A/ B.M.S,18,1637106
Salesforce Developer,Bilaspur,Male,B.Sc,17,2027682
Python Ds,Noida,Male,B.Tech/B.E.,11,1662045
Salesforce developer,Thiruvananthapuram,Male,NA,14,1861785
Salesforce developer,Gurugram,Male,B.Sc,27,1570824
Salesforce developer,New Delhi,Male,B.Sc,26,2196504
Salesforce developer,New Delhi,Female,B.A,7,1234008
Salesforce developer,Mumbai,Male,B.Tech/B.E.,10,996676
Salesforce developer,Gurugram,Male,B.Tech/B.E.,8,2034111
Salesforce developer,Pune,Female,B.Sc,19,640022
Salesforce developer,Hyderabad,Male,Diploma,27,1405562
Salesforce developer,New Delhi,Male,HSC,20,1725948
Salesforce developer,Gurugram,Female,B.Tech/B.E.,26,1705815
Salesforce developer,Pune,Female,B.Tech/B.E.,20,859055
Data Science,Gurugram,Male,BCA,18,1170388
Salesforce developer,Bengaluru,Male,B.Tech/B.E.,24,604653
Salesforce developer,Hyderabad,Male,B.Tech/B.E.,21,816277
Salesforce developer,Bengaluru,Male,BCA,20,1786298
Salesforce developer,New Delhi,Female,NA,28,1050400
Salesforce developer,Gurugram,Male,B.A,25,764525
Salesforce developer,Pune,Male,B.Com,24,2252207
